,time,drink,amount
6083,12-28-2020 01:05,Old Fashioned,5.5
6084,12-30-2020 03:36,Cuba Libra,2.99
6085,12-29-2020 20:14,Sangria,3.5
6086,12-29-2020 21:19,Irish Coffee,7.5
6087,12-27-2020 00:55,Dark Caipirinha,2.99
6088,12-27-2020 00:40,Dirty Nipple,3.5
6089,12-27-2020 10:42,Mocha-Berry,8.0
6090,12-28-2020 00:03,Sweet Sangria,4.0
6091,12-31-2020 05:23,Cuba Libra,2.99
6092,12-26-2020 23:17,Dry Martini,8.0
6093,12-30-2020 07:10,Citrus Coke,5.15
6094,12-31-2020 19:08,Orange Oasis,4.99
6095,12-25-2020 21:34,Chocolate Milk,5.15
6096,12-26-2020 07:14,Egg Cream,4.99
6097,12-28-2020 22:12,Grasshopper,4.99
6098,12-29-2020 09:29,Creme de Menthe,3.5
6099,12-25-2020 21:58,Mango Mojito,7.5
6100,12-28-2020 11:33,Waikiki Beachcomber,5.5
6101,12-27-2020 07:55,Van Vleet,4.2
6102,12-26-2020 13:53,Gin Rickey,4.0
6103,12-26-2020 18:56,Dry Martini,8.0
6104,12-25-2020 19:29,Kurant Tea,3.0
6105,12-29-2020 18:31,Pina Colada,5.5
6106,12-31-2020 14:19,Grand Blue,11.0
6107,12-29-2020 12:17,Caipirissima,2.99
6108,12-27-2020 20:49,Clover Club,4.99
6109,12-29-2020 15:29,Halloween Punch,8.0
6110,12-25-2020 23:53,Figgy Thyme,3.0
6111,12-29-2020 11:16,Corn n Oil,8.0
6112,12-28-2020 07:10,Chicago Fizz,5.5
6113,12-28-2020 18:36,Dry Martini,8.0
6114,12-27-2020 00:49,Artillery,3.5
6115,12-26-2020 17:14,Honey Bee,3.0
6116,12-26-2020 08:07,Van Vleet,4.2
6117,12-27-2020 03:35,Death in the Afternoon,4.0
6118,12-26-2020 19:33,Greyhound,4.99
6119,12-30-2020 23:53,Kiwi Martini,5.5
6120,12-27-2020 19:13,Dark Caipirinha,2.99
6121,12-29-2020 08:47,Cuba Libra,2.99
6122,12-30-2020 18:11,Kill the cold Smoothie,11.0
6123,12-29-2020 19:11,Waikiki Beachcomber,5.5
6124,12-26-2020 23:57,Zimadori Zinger,12.0
6125,12-31-2020 00:30,Horse's Neck,7.5
6126,12-26-2020 01:57,Vodka And Tonic,11.0
6127,12-27-2020 04:22,Irish Spring,5.15
6128,12-31-2020 17:22,Chicago Fizz,5.5
6129,12-26-2020 02:43,Creme de Menthe,3.5
6130,12-25-2020 22:12,Owen's Grandmother's Revenge,8.0
6131,12-30-2020 12:16,Pina Colada,5.5
6132,12-28-2020 03:10,Iced Coffee Fillip,5.0
6133,12-27-2020 02:52,Shark Attack,6.5
6134,12-31-2020 18:54,Pina Colada,5.5
6135,12-29-2020 18:46,Victory Collins,7.5
6136,12-26-2020 09:52,Dry Martini,8.0
6137,12-26-2020 12:14,After sex,7.5
6138,12-26-2020 15:08,Orgasm,5.15
6139,12-30-2020 21:41,Long Island Iced Tea,3.0
6140,12-27-2020 08:04,Cuba Libra,2.99
6141,12-27-2020 20:03,Casino,6.5
6142,12-28-2020 12:28,Royal Gin Fizz,7.5
6143,12-30-2020 00:03,Rum Toddy,4.2
6144,12-28-2020 12:08,Cuba Libre,4.2
6145,12-29-2020 03:12,Chicago Fizz,5.5
6146,12-28-2020 15:22,Thai Coffee,5.5
6147,12-27-2020 08:55,Scooter,12.0
6148,12-29-2020 22:14,Sidecar,11.0
6149,12-29-2020 22:45,Grasshopper,4.99
6150,12-29-2020 10:37,Rum Milk Punch,12.0
6151,12-29-2020 08:14,The Laverstoke,7.5
6152,12-25-2020 20:42,Cuba Libra,2.99
6153,12-26-2020 03:20,Whitecap Margarita,4.99
6154,12-29-2020 09:40,Jackhammer,3.5
6155,12-27-2020 18:23,Gin Rickey,4.0
6156,12-27-2020 06:39,Casino,6.5
6157,12-27-2020 03:49,Gin Tonic,6.5
6158,12-30-2020 15:29,Chicago Fizz,5.5
6159,12-28-2020 19:29,Lemon Shot,7.5
6160,12-29-2020 20:38,Irish Coffee,7.5
6161,12-28-2020 01:14,Gin Rickey,4.0
6162,12-29-2020 14:12,Sweet Tooth,2.99
6163,12-31-2020 21:07,Figgy Thyme,3.0
6164,12-31-2020 10:50,Hemingway Special,3.5
6165,12-27-2020 08:27,Van Vleet,4.2
6166,12-30-2020 16:12,Chocolate Milk,5.15
6167,12-30-2020 05:21,Quick-sand,4.0
6168,12-31-2020 20:26,Cuba Libra,2.99
6169,12-31-2020 04:36,Chicago Fizz,5.5
6170,12-29-2020 21:58,Dry Martini,8.0
6171,12-31-2020 19:24,Oatmeal Cookie,4.99
6172,12-26-2020 23:06,Mai Tai,11.0
6173,12-31-2020 01:13,Big Red,8.0
6174,12-30-2020 18:17,Danbooka,4.99
6175,12-29-2020 00:37,Cuba Libra,2.99
6176,12-27-2020 11:30,Orgasm,5.15
6177,12-26-2020 03:01,Boston Sour,5.0
6178,12-30-2020 09:59,Bijou,4.0
6179,12-27-2020 03:40,After sex,7.5
6180,12-30-2020 14:53,Van Vleet,4.2
6181,12-26-2020 12:31,The Jimmy Conway,6.5
6182,12-31-2020 21:37,Cuba Libra,2.99
6183,12-29-2020 03:50,French Negroni,2.99
6184,12-31-2020 04:43,Whitecap Margarita,4.99
6185,12-27-2020 10:38,Long Island Iced Tea,3.0
6186,12-29-2020 20:35,Mai Tai,11.0
6187,12-26-2020 03:22,Van Vleet,4.2
6188,12-27-2020 21:10,Chocolate Milk,5.15
6189,12-31-2020 01:26,Bramble,4.2
6190,12-28-2020 07:14,Sweet Tooth,2.99
6191,12-28-2020 01:53,Monkey Gland,11.0
6192,12-27-2020 20:32,Gin Rickey,4.0
6193,12-26-2020 23:19,Victory Collins,7.5
6194,12-27-2020 04:45,Orgasm,5.15
6195,12-25-2020 17:28,Affinity,2.99
6196,12-29-2020 08:14,Flying Dutchman,6.5
6197,12-26-2020 04:41,Snowday,6.5
6198,12-30-2020 06:10,Sidecar,11.0
6199,12-31-2020 16:41,Mudslinger,11.0
6200,12-27-2020 02:05,Zimadori Zinger,12.0
6201,12-31-2020 16:11,Gin Rickey,4.0
6202,12-28-2020 04:44,Ziemes Martini Apfelsaft,4.0
6203,12-28-2020 05:02,Orange Oasis,4.99
6204,12-26-2020 22:28,Lone Tree Cooler,5.5
6205,12-27-2020 04:20,French 75,6.5
6206,12-31-2020 22:41,Winter Rita,5.5
6207,12-28-2020 01:10,Hawaiian Cocktail,6.5
6208,12-29-2020 00:09,Death in the Afternoon,4.0
6209,12-30-2020 02:13,White Lady,6.5
6210,12-27-2020 10:54,Oatmeal Cookie,4.99
6211,12-31-2020 21:48,Broadside,5.5
6212,12-28-2020 01:36,Pina Colada,5.5
6213,12-28-2020 14:23,Tequila Sour,5.15
6214,12-29-2020 05:41,Hemingway Special,3.5
6215,12-25-2020 18:44,Cuba Libra,2.99
6216,12-28-2020 17:57,Rum Toddy,4.2
6217,12-27-2020 01:45,Chicago Fizz,5.5
6218,12-28-2020 05:25,Dark Caipirinha,2.99
6219,12-26-2020 20:31,Quentin,3.5
6220,12-27-2020 10:40,Scooter,12.0
6221,12-26-2020 10:54,Gin Daisy,4.99
6222,12-30-2020 10:52,Thai Coffee,5.5
6223,12-28-2020 10:39,Mint Julep,8.0
6224,12-28-2020 02:50,Victory Collins,7.5
6225,12-26-2020 07:45,Sea breeze,8.0
6226,12-31-2020 19:36,Radioactive Long Island Iced Tea,7.5
6227,12-29-2020 01:45,Bijou,4.0
6228,12-27-2020 00:43,Bijou,4.0
6229,12-31-2020 05:27,Death in the Afternoon,4.0
6230,12-25-2020 17:06,Cuba Libra,2.99
6231,12-26-2020 13:55,Frisco Sour,4.0
6232,12-26-2020 23:30,Queen Charlotte,8.0
6233,12-31-2020 22:05,Yellow Bird,8.0
6234,12-30-2020 17:53,Sweet Sangria,4.0
6235,12-29-2020 02:25,Irish Curdling Cow,2.99
6236,12-29-2020 06:01,Victor,4.2
6237,12-25-2020 19:03,Queen Charlotte,8.0
6238,12-29-2020 13:58,Mocha-Berry,8.0
6239,12-28-2020 05:26,Cuba Libra,2.99
6240,12-26-2020 11:18,Bellini,2.99
6241,12-28-2020 13:07,Casino Royale,11.0
6242,12-26-2020 17:42,Cuba Libra,2.99
6243,12-30-2020 02:41,Ipamena,2.99
6244,12-28-2020 05:33,Ipamena,2.99
6245,12-29-2020 12:44,Orange Crush,5.5
6246,12-31-2020 09:58,Veteran,8.0
6247,12-25-2020 17:30,Hunter's Moon,3.0
6248,12-27-2020 01:28,Dry Martini,8.0
6249,12-29-2020 18:31,Godchild,7.5
6250,12-29-2020 12:30,Kurant Tea,3.0
6251,12-29-2020 20:51,Broadside,5.5
6252,12-29-2020 05:31,Jack's Vanilla Coke,6.5
6253,12-26-2020 13:02,Casino Royale,11.0
6254,12-27-2020 23:39,Hawaiian Cocktail,6.5
6255,12-31-2020 13:45,Tennesee Mud,6.5
6256,12-30-2020 21:49,Frisco Sour,4.0
6257,12-27-2020 17:53,The Laverstoke,7.5
6258,12-27-2020 10:14,Artillery,3.5
6259,12-29-2020 12:53,Cuba Libra,2.99
6260,12-31-2020 16:08,Victory Collins,7.5
6261,12-31-2020 14:49,Nuked Hot Chocolate,12.0
6262,12-26-2020 20:07,Dry Martini,8.0
6263,12-31-2020 04:36,Waikiki Beachcomber,5.5
6264,12-26-2020 13:12,Chicago Fizz,5.5
6265,12-30-2020 18:16,Chicago Fizz,5.5
6266,12-29-2020 09:27,Zimadori Zinger,12.0
6267,12-27-2020 17:45,Whitecap Margarita,4.99
6268,12-30-2020 17:49,Chicago Fizz,5.5
6269,12-29-2020 17:37,Cuba Libra,2.99
6270,12-29-2020 17:27,Dry Martini,8.0
6271,12-27-2020 06:13,Pina Colada,5.5
6272,12-26-2020 14:37,Chicago Fizz,5.5
6273,12-30-2020 11:14,Ace,12.0
6274,12-29-2020 02:38,Danbooka,4.99
6275,12-28-2020 04:43,White Lady,6.5
6276,12-29-2020 21:47,Homemade Kahlua,6.5
6277,12-31-2020 07:15,Dry Rob Roy,5.5
6278,12-26-2020 12:53,Clover Club,4.99
6279,12-27-2020 00:02,Mai Tai,11.0
6280,12-28-2020 01:57,Clover Club,4.99
6281,12-31-2020 22:10,French 75,6.5
6282,12-31-2020 03:24,Yoghurt Cooler,3.5
6283,12-28-2020 20:18,Munich Mule,12.0
6284,12-26-2020 12:58,Corpse Reviver,5.15
6285,12-31-2020 06:34,Yoghurt Cooler,3.5
6286,12-26-2020 14:16,Gin Fizz,2.99
6287,12-31-2020 00:38,Damned if you do,6.5
6288,12-29-2020 05:33,Creme de Menthe,3.5
6289,12-26-2020 22:35,Mango Mojito,7.5
6290,12-28-2020 20:47,Lone Tree Cooler,5.5
6291,12-26-2020 19:16,Dark Caipirinha,2.99
6292,12-31-2020 08:01,Cuba Libra,2.99
6293,12-30-2020 21:52,Sangria,3.5
6294,12-27-2020 18:53,Pina Colada,5.5
6295,12-28-2020 21:45,Chicago Fizz,5.5
6296,12-31-2020 10:05,Passion Fruit Martini,2.99
6297,12-27-2020 22:29,Iced Coffee Fillip,5.0
6298,12-27-2020 03:31,Death in the Afternoon,4.0
6299,12-31-2020 06:45,Dry Martini,8.0
6300,12-29-2020 00:52,Rum Cooler,4.99
6301,12-26-2020 01:59,Paradise,4.2
6302,12-30-2020 16:45,Mai Tai,11.0
6303,12-27-2020 21:58,Quentin,3.5
6304,12-31-2020 08:16,Scotch Sour,7.5
6305,12-28-2020 04:57,Bora Bora,2.99
6306,12-30-2020 07:38,Valencia Cocktail,5.5
6307,12-27-2020 04:43,Grass Skirt,2.99
6308,12-30-2020 23:13,Jack's Vanilla Coke,6.5
6309,12-25-2020 20:28,Bramble,4.2
6310,12-31-2020 01:18,Van Vleet,4.2
6311,12-27-2020 03:13,Bubble Gum,3.0
6312,12-26-2020 15:54,Chocolate Milk,5.15
6313,12-31-2020 22:38,Affair,8.0
6314,12-30-2020 10:58,Cuba Libra,2.99
6315,12-27-2020 12:14,Karsk,11.0
6316,12-30-2020 23:52,Van Vleet,4.2
6317,12-26-2020 09:46,Veteran,8.0
6318,12-31-2020 21:06,Lord And Lady,8.0
6319,12-29-2020 01:18,Corpse Reviver,5.15
6320,12-27-2020 14:54,Casino Royale,11.0
6321,12-27-2020 19:10,Lemouroudji,5.15
6322,12-27-2020 07:14,Vampiro,11.0
6323,12-29-2020 02:52,Yoghurt Cooler,3.5
6324,12-25-2020 19:47,Porto flip,4.99
6325,12-26-2020 08:22,Pina Colada,5.5
6326,12-29-2020 16:13,Irish Curdling Cow,2.99
6327,12-31-2020 04:47,Orange Push-up,12.0
6328,12-30-2020 05:12,Hemingway Special,3.5
6329,12-26-2020 07:04,Ziemes Martini Apfelsaft,4.0
6330,12-27-2020 13:00,Halloween Punch,8.0
6331,12-31-2020 12:53,Lone Tree Cooler,5.5
6332,12-31-2020 00:47,Big Red,8.0
6333,12-28-2020 08:09,Cuba Libra,2.99
6334,12-28-2020 07:57,Rusty Nail,4.0
6335,12-30-2020 09:23,Whitecap Margarita,4.99
6336,12-29-2020 10:25,Vampiro,11.0
6337,12-28-2020 09:19,Bora Bora,2.99
6338,12-27-2020 10:18,Grasshopper,4.99
6339,12-28-2020 01:53,Vesuvio,3.0
6340,12-31-2020 19:52,Dry Martini,8.0
6341,12-29-2020 20:50,Lone Tree Cooler,5.5
6342,12-28-2020 09:04,Yoghurt Cooler,3.5
6343,12-26-2020 00:27,Porto flip,4.99
6344,12-31-2020 07:22,Gin Tonic,6.5
6345,12-29-2020 18:53,Tequila Sour,5.15
6346,12-27-2020 19:15,Cuba Libra,2.99
6347,12-29-2020 14:51,Dry Martini,8.0
6348,12-26-2020 21:48,Oatmeal Cookie,4.99
6349,12-30-2020 01:40,Bora Bora,2.99
6350,12-26-2020 23:30,Grasshopper,4.99
6351,12-26-2020 06:49,Frappé,3.0
6352,12-26-2020 00:33,Long Island Iced Tea,3.0
6353,12-31-2020 14:35,Chicago Fizz,5.5
6354,12-27-2020 01:29,Irish Coffee,7.5
6355,12-31-2020 07:53,Porto flip,4.99
6356,12-28-2020 19:01,Victor,4.2
6357,12-28-2020 23:28,Kiwi Papaya Smoothie,5.15
6358,12-27-2020 04:45,Pina Colada,5.5
6359,12-30-2020 12:27,Grizzly Bear,12.0
6360,12-26-2020 21:11,Snowball,11.0
6361,12-28-2020 02:16,Lassi Raita,6.5
6362,12-26-2020 20:02,Orgasm,5.15
6363,12-26-2020 04:24,Caipirissima,2.99
6364,12-31-2020 06:55,Dry Martini,8.0
6365,12-30-2020 05:11,Orange Crush,5.5
6366,12-26-2020 02:41,Dry Rob Roy,5.5
6367,12-26-2020 13:30,Pina Colada,5.5
6368,12-28-2020 22:43,Sidecar,11.0
6369,12-27-2020 23:24,Homemade Kahlua,6.5
6370,12-31-2020 22:09,Chicago Fizz,5.5
6371,12-26-2020 23:13,Dry Martini,8.0
6372,12-31-2020 01:25,Sweet Sangria,4.0
6373,12-26-2020 14:43,Rum Sour,5.5
6374,12-29-2020 10:24,Gin Tonic,6.5
6375,12-31-2020 13:35,Cuba Libra,2.99
6376,12-31-2020 14:12,Yoghurt Cooler,3.5
6377,12-31-2020 01:48,Mango Mojito,7.5
6378,12-30-2020 23:32,Kiwi Papaya Smoothie,5.15
6379,12-29-2020 23:57,Cuba Libra,2.99
6380,12-30-2020 01:24,Quentin,3.5
6381,12-27-2020 01:45,Old Fashioned,5.5
6382,12-26-2020 09:58,Cuba Libre,4.2
6383,12-27-2020 07:14,Dark Caipirinha,2.99
6384,12-29-2020 23:49,Pina Colada,5.5
6385,12-29-2020 18:08,Death in the Afternoon,4.0
6386,12-27-2020 12:28,Oatmeal Cookie,4.99
6387,12-28-2020 04:28,Vodka And Tonic,11.0
6388,12-31-2020 21:46,Boxcar,5.15
6389,12-31-2020 13:02,Dry Martini,8.0
6390,12-31-2020 21:11,Quick-sand,4.0
6391,12-30-2020 20:03,Zimadori Zinger,12.0
6392,12-30-2020 06:33,H.D.,7.5
6393,12-28-2020 01:48,Grasshopper,4.99
6394,12-26-2020 17:59,Irish Spring,5.15
6395,12-28-2020 00:31,Grasshopper,4.99
6396,12-31-2020 21:10,Orange Oasis,4.99
6397,12-30-2020 12:11,Big Red,8.0
6398,12-29-2020 22:38,Cuba Libra,2.99
6399,12-27-2020 09:12,Bob Marley,4.0
6400,12-27-2020 04:55,Loch Lomond,3.0
6401,12-28-2020 11:49,Grim Reaper,4.0
6402,12-31-2020 04:41,Bible Belt,5.15
6403,12-25-2020 21:24,Fruit Shake,5.5
6404,12-26-2020 06:10,Rum Sour,5.5
6405,12-29-2020 15:21,Mudslinger,11.0
6406,12-29-2020 01:40,Cuba Libra,2.99
6407,12-26-2020 08:10,Grizzly Bear,12.0
6408,12-31-2020 16:38,Thai Coffee,5.5
6409,12-29-2020 02:09,Cuba Libra,2.99
6410,12-30-2020 13:52,Passion Fruit Martini,2.99
6411,12-26-2020 21:18,Pina Colada,5.5
6412,12-30-2020 18:40,B-53,5.15
6413,12-27-2020 08:11,Thai Iced Coffee,4.2
6414,12-31-2020 14:47,Corpse Reviver,5.15
6415,12-29-2020 04:58,Scooter,12.0
6416,12-29-2020 08:47,Coffee-Vodka,2.99
6417,12-27-2020 12:07,Waikiki Beachcomber,5.5
6418,12-29-2020 04:46,Lassi - Sweet,8.0
6419,12-27-2020 17:33,City Slicker,4.0
6420,12-30-2020 06:01,Owen's Grandmother's Revenge,8.0
6421,12-29-2020 06:16,Lord And Lady,8.0
6422,12-25-2020 16:05,Cuba Libra,2.99
6423,12-31-2020 07:59,Vodka And Tonic,11.0
6424,12-29-2020 12:14,Vampiro,11.0
6425,12-29-2020 22:38,Corpse Reviver,5.15
6426,12-28-2020 11:20,Orgasm,5.15
6427,12-26-2020 06:36,Queen Charlotte,8.0
6428,12-26-2020 16:39,Cuba Libra,2.99
6429,12-27-2020 08:55,Irish Coffee,7.5
6430,12-27-2020 00:25,Zimadori Zinger,12.0
6431,12-27-2020 20:23,Rum Cooler,4.99
6432,12-29-2020 00:46,Chicago Fizz,5.5
6433,12-29-2020 12:32,Jamaica Kiss,5.0
6434,12-29-2020 10:23,After sex,7.5
6435,12-29-2020 11:30,Waikiki Beachcomber,5.5
6436,12-28-2020 12:36,Paradise,4.2
6437,12-30-2020 22:17,Pina Colada,5.5
6438,12-30-2020 02:14,Frisco Sour,4.0
6439,12-28-2020 04:32,Mango Mojito,7.5
6440,12-31-2020 10:56,Shot-gun,7.5
6441,12-27-2020 22:00,Dirty Nipple,3.5
6442,12-27-2020 16:15,Yoghurt Cooler,3.5
6443,12-31-2020 08:59,Quick-sand,4.0
6444,12-27-2020 03:03,Orgasm,5.15
6445,12-27-2020 03:34,Quentin,3.5
6446,12-30-2020 15:46,Chicago Fizz,5.5
6447,12-25-2020 21:18,Yellow Bird,8.0
6448,12-26-2020 10:12,Chicago Fizz,5.5
6449,12-30-2020 12:14,Hemingway Special,3.5
6450,12-29-2020 01:24,Dry Martini,8.0
6451,12-30-2020 11:31,Winter Paloma,8.0
6452,12-29-2020 17:34,Adam,3.5
6453,12-30-2020 18:54,Dry Rob Roy,5.5
6454,12-30-2020 14:44,Death in the Afternoon,4.0
6455,12-30-2020 16:24,Irish Coffee,7.5
6456,12-30-2020 04:11,Mai Tai,11.0
6457,12-31-2020 11:14,Chicago Fizz,5.5
6458,12-29-2020 13:02,Mango Mojito,7.5
6459,12-30-2020 11:34,Dry Martini,8.0
6460,12-26-2020 02:09,Grasshopper,4.99
6461,12-29-2020 20:46,Munich Mule,12.0
6462,12-28-2020 02:46,Vampiro,11.0
6463,12-28-2020 10:59,Pina Colada,5.5
6464,12-27-2020 23:44,Bijou,4.0
6465,12-31-2020 01:32,Jelly Bean,3.0
6466,12-31-2020 00:16,Affinity,2.99
6467,12-27-2020 00:57,Popped cherry,3.5
6468,12-29-2020 01:21,Boston Sour,5.0
6469,12-26-2020 11:13,Boxcar,5.15
6470,12-31-2020 05:36,Cosmopolitan,2.99
6471,12-27-2020 13:17,Kill the cold Smoothie,11.0
6472,12-28-2020 15:22,Cuba Libre,4.2
6473,12-29-2020 12:55,Bible Belt,5.15
6474,12-28-2020 22:42,Whitecap Margarita,4.99
6475,12-26-2020 03:58,Long Island Iced Tea,3.0
6476,12-26-2020 17:18,Hunter's Moon,3.0
6477,12-30-2020 01:45,After sex,7.5
6478,12-27-2020 14:12,Shot-gun,7.5
6479,12-27-2020 17:15,Grim Reaper,4.0
6480,12-30-2020 15:51,Tuxedo Cocktail,12.0
6481,12-28-2020 21:48,Gin Fizz,2.99
6482,12-29-2020 12:42,Port Wine Flip,5.0
6483,12-31-2020 06:28,Cuba Libra,2.99
6484,12-30-2020 03:38,Cuba Libra,2.99
6485,12-30-2020 16:56,Cuba Libra,2.99
6486,12-30-2020 16:51,Affair,8.0
6487,12-28-2020 07:36,Irish Curdling Cow,2.99
6488,12-30-2020 15:00,Quick-sand,4.0
6489,12-27-2020 06:53,Mai Tai,11.0
6490,12-31-2020 10:31,Chicago Fizz,5.5
6491,12-28-2020 02:35,Mai Tai,11.0
6492,12-31-2020 02:13,Pina Colada,5.5
6493,12-26-2020 15:03,Ace,12.0
6494,12-27-2020 22:11,Casino,6.5
6495,12-28-2020 19:09,Espresso Martini,11.0
6496,12-31-2020 06:37,Valencia Cocktail,5.5
6497,12-27-2020 17:44,Thai Coffee,5.5
6498,12-29-2020 14:01,Clover Club,4.99
6499,12-26-2020 14:36,Kurant Tea,3.0
6500,12-31-2020 22:32,GG,12.0
6501,12-25-2020 19:35,Thai Iced Coffee,4.2
6502,12-31-2020 23:29,Queen Charlotte,8.0
6503,12-31-2020 10:45,Allegheny,7.5
6504,12-28-2020 21:28,Kiwi Papaya Smoothie,5.15
6505,12-26-2020 05:04,Pina Colada,5.5
6506,12-28-2020 04:21,Affinity,2.99
6507,12-26-2020 12:33,Mai Tai,11.0
6508,12-31-2020 03:10,Winter Rita,5.5
6509,12-28-2020 22:37,Port Wine Flip,5.0
6510,12-25-2020 16:09,Dry Martini,8.0
6511,12-31-2020 12:37,Cosmopolitan,2.99
6512,12-26-2020 07:52,Coffee-Vodka,2.99
6513,12-26-2020 05:09,Gin Rickey,4.0
6514,12-29-2020 18:12,Thai Iced Coffee,4.2
6515,12-27-2020 22:37,Jitterbug,4.0
6516,12-30-2020 22:03,Dry Martini,8.0
6517,12-27-2020 07:14,Tuxedo Cocktail,12.0
6518,12-26-2020 19:12,Loch Lomond,3.0
6519,12-28-2020 10:08,Fruit Flip-Flop,11.0
6520,12-29-2020 12:47,Old Fashioned,5.5
6521,12-26-2020 19:18,Victory Collins,7.5
6522,12-28-2020 01:08,Thai Coffee,5.5
6523,12-30-2020 02:23,Chicago Fizz,5.5
6524,12-27-2020 22:16,Kurant Tea,3.0
6525,12-30-2020 01:02,Kill the cold Smoothie,11.0
6526,12-26-2020 06:49,Pina Colada,5.5
6527,12-27-2020 22:25,Grim Reaper,4.0
6528,12-27-2020 21:26,Monkey Gland,11.0
6529,12-31-2020 19:53,Irish Spring,5.15
6530,12-30-2020 23:32,Cuba Libra,2.99
6531,12-31-2020 17:08,Lemon Drop,2.99
6532,12-30-2020 16:08,Chicago Fizz,5.5
6533,12-27-2020 16:30,Valencia Cocktail,5.5
6534,12-30-2020 07:24,Creme de Menthe,3.5
6535,12-26-2020 22:05,Chicago Fizz,5.5
6536,12-28-2020 10:06,Halloween Punch,8.0
6537,12-30-2020 15:22,Ipamena,2.99
6538,12-28-2020 21:45,Death in the Afternoon,4.0
6539,12-28-2020 01:44,Frisco Sour,4.0
6540,12-30-2020 11:26,Gin Tonic,6.5
6541,12-30-2020 19:17,Rum Cooler,4.99
6542,12-31-2020 10:12,Danbooka,4.99
6543,12-26-2020 08:45,Zimadori Zinger,12.0
6544,12-26-2020 09:23,Casino,6.5
6545,12-29-2020 11:59,Cuba Libra,2.99
6546,12-26-2020 15:47,John Collins,6.5
6547,12-26-2020 06:55,Victor,4.2
6548,12-30-2020 05:37,Kiwi Papaya Smoothie,5.15
6549,12-26-2020 07:57,Cream Soda,5.15
6550,12-31-2020 16:29,Chocolate Drink,12.0
6551,12-26-2020 15:17,Grim Reaper,4.0
6552,12-25-2020 21:52,Godfather,6.5
6553,12-26-2020 02:47,Mulled Wine,11.0
6554,12-28-2020 04:14,Dry Rob Roy,5.5
6555,12-30-2020 08:46,Chicago Fizz,5.5
6556,12-31-2020 06:08,Dry Rob Roy,5.5
6557,12-26-2020 18:11,Damned if you do,6.5
6558,12-29-2020 09:35,Sweet Tooth,2.99
6559,12-31-2020 16:21,The Philosopher,5.15
6560,12-28-2020 20:21,Ziemes Martini Apfelsaft,4.0
6561,12-29-2020 17:20,Sangria,3.5
6562,12-26-2020 16:13,Cuba Libra,2.99
6563,12-26-2020 15:09,B-53,5.15
6564,12-30-2020 00:28,Flying Dutchman,6.5
6565,12-31-2020 19:55,Chicago Fizz,5.5
6566,12-30-2020 09:46,Dark Caipirinha,2.99
6567,12-29-2020 21:48,Thai Coffee,5.5
6568,12-29-2020 07:15,City Slicker,4.0
6569,12-30-2020 17:46,Godfather,6.5
6570,12-29-2020 15:04,Sangria,3.5
6571,12-31-2020 14:56,Sweet Sangria,4.0
6572,12-30-2020 03:44,Affair,8.0
6573,12-30-2020 05:47,White Lady,6.5
6574,12-25-2020 19:38,Sea breeze,8.0
6575,12-26-2020 15:44,Godfather,6.5
6576,12-26-2020 13:30,Boston Sour,5.0
6577,12-25-2020 18:43,Frosé,2.99
6578,12-31-2020 16:48,Death in the Afternoon,4.0
6579,12-29-2020 03:18,Corpse Reviver,5.15
6580,12-28-2020 02:21,Waikiki Beachcomber,5.5
6581,12-27-2020 23:42,Passion Fruit Martini,2.99
6582,12-25-2020 17:31,Turf Cocktail,12.0
6583,12-27-2020 05:01,Munich Mule,12.0
6584,12-30-2020 00:17,Kool-Aid Slammer,3.0
6585,12-31-2020 12:22,Pineapple Gingerale Smoothie,4.2
6586,12-26-2020 13:15,Mai Tai,11.0
6587,12-29-2020 03:52,Dry Martini,8.0
6588,12-29-2020 20:54,Grass Skirt,2.99
6589,12-31-2020 22:12,Casino,6.5
6590,12-31-2020 19:09,After sex,7.5
6591,12-27-2020 06:40,Limona Corona,4.2
6592,12-28-2020 13:26,Snowball,11.0
6593,12-31-2020 20:42,Chicago Fizz,5.5
6594,12-31-2020 23:19,Owen's Grandmother's Revenge,8.0
6595,12-26-2020 00:15,Owen's Grandmother's Revenge,8.0
6596,12-26-2020 02:02,Thai Iced Coffee,4.2
6597,12-27-2020 10:13,Holloween Punch,4.2
6598,12-31-2020 06:28,Tom Collins,5.5
6599,12-26-2020 18:36,Owen's Grandmother's Revenge,8.0
6600,12-31-2020 23:59,Yellow Bird,8.0
6601,12-27-2020 10:48,Loch Lomond,3.0
6602,12-26-2020 02:15,Rusty Nail,4.0
6603,12-31-2020 02:41,Sea breeze,8.0
6604,12-31-2020 18:35,Victory Collins,7.5
6605,12-30-2020 22:12,Negroni,2.99
6606,12-31-2020 20:51,Dry Martini,8.0
6607,12-27-2020 07:19,Artillery,3.5
6608,12-30-2020 03:27,Irish Spring,5.15
6609,12-27-2020 07:42,Mimosa,5.0
6610,12-30-2020 06:40,Caipirinha,3.5
6611,12-26-2020 23:01,Veteran,8.0
6612,12-29-2020 15:40,Queen Charlotte,8.0
6613,12-27-2020 13:10,Japanese Fizz,4.0
6614,12-31-2020 05:22,Oatmeal Cookie,4.99
6615,12-26-2020 11:50,Tom Collins,5.5
6616,12-27-2020 20:59,Clover Club,4.99
6617,12-29-2020 00:15,Casino Royale,11.0
6618,12-29-2020 21:25,Mai Tai,11.0
6619,12-31-2020 18:27,Afternoon,3.0
6620,12-31-2020 22:11,Gin Rickey,4.0
